smiles,Td,pred_Td,dev_Td
NN1C([N+]([O-])=O)=CC([N+]([O-])=O)=N1,225,231.9360196,6.936019636
NN1C=NC([N+]([O-])=O)=N1,306,225.9455373,-80.05446267
O=[N+](C1=NN([N+]([O-])=O)C2=C1N([N+]([O-])=O)N=C2[N+]([O-])=O)[O-],145,176.8279255,31.82792552
NC(C([N+]([O-])=O)=N1)=C([N+]([O-])=O)N1CN2C([N+]([O-])=O)=C(N)C([N+]([O-])=O)=N2,310,295.925498,-14.07450197
NC1=NC([N+]([O-])=O)=NN1,227,236.2953067,9.295306676
[O-][N+](ON=C1[N+]([O-])=O)=C1/N=N/C2=[N+](ON=C2[N+]([O-])=O)[O-],116,141.1719249,25.17192493
O=[N+](C1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CC2=NNC(CN3N=C([N+]([O-])=O)C([N+]([O-])=O)=C3[N+]([O-])=O)=N2)[O-],218,214.1960624,-3.803937556
O=[N+](NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1)[O-],135,133.4467859,-1.553214126
[O-][N+]1=N[N+]([O-])=NC2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C21,204,186.7930855,-17.20691449
NC1=NN=NN1CCN(C([N+]([O-])=O)=C2N=[N+]=[N-])N=C2[N+]([O-])=O,159,158.5417429,-0.458257136
[N-]=[N+]=Nc1c([N+](=O)[O-])ncn1N,144,155.344269,11.344269
CC(C([N+]([O-])=O)=CC([N+]([O-])=N[N+]([O-])=O)=C1)=C1[N+]([O-])=O,137,158.6435909,21.6435909
CN1C([N+]([O-])=O)=NC(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=N1,153,136.2234365,-16.7765635
NC1=C([N+]([O-])=O)C2=NON=C2N=N1,186,227.1442152,41.14421515
NC1=NN=NN1CCN(C(N=[N+]=[N-])=C2[N+]([O-])=O)N=C2N=[N+]=[N-],127,139.936974,12.93697397
O=[N+](C1=NNC=N1)[O-],217,228.1915074,11.1915074
NC1=C(N=NN2)C2=C(C=C1[N+]([O-])=O)[N+]([O-])=O,341,316.3555624,-24.64443761
O=[N+](C1=NON=C1N=[N+]=[N-])[O-],135,129.9959559,-5.00404405
CN([N+]([O-])=O)CN1C([N+]([O-])=O)=NNC1=O,151,196.8253964,45.82539636
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NNC=C1[N+]([O-])=O)[O-],154,118.5462829,-35.45371714
CN1N=C([N+]([O-])=O)C(N=[N+]=[N-])=N1,181,156.675014,-24.32498601
CN1C([N+]([O-])=O)=C([N+]([O-])=O)N=C1C2=NC([N+]([O-])=O)=C([N+]([O-])=O)N2C,258,254.8090934,-3.190906567
NC1=C([N+]([O-])=O)C=C([N+]([O-])=O)C(N2C3=NON=C3C4=NON=C4C5=NON=C25)=C1[N+]([O-])=O,328,314.0919983,-13.90800168
O=[N+](C1=NOC(/N=C2NCN([N+]([O-])=O)CN/2)=N1)[O-],195,197.7875265,2.787526455
CN([N+]([O-])=O)CN([N+]([O-])=O)C1=NON=C1[N+]([O-])=O,126,131.7592051,5.759205148
NC1=NC2=C([N+]([O-])=O)N=NN2N=C1N,256,274.9642289,18.9642289
NC(NC(C([N+]([O-])=O)=NN1)=C1[N+]([O-])=O)=N,308,276.042517,-31.95748304
NC1=C([N+]([O-])=O)N(C2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O)N=C1[N+]([O-])=O,237.5,260.7318326,23.23183262
OC1=C(/C=N/O)C=C([N+]([O-])=O)C=C1,192,194.9901186,2.990118563
CN1C([N+]([O-])=O)=C([N+]([O-])=O)C([N+]([O-])=O)=N1,196,204.1472913,8.147291342
O=[N+](C(C=C1[N+]([O-])=O)=NN1C2=NNC=N2)[O-],300,265.7282801,-34.27171987
O=[N+](C1=NNC([N+]([O-])=O)=C1C2=NC(C3=NNC(C4=C([N+]([O-])=O)NN=C4[N+]([O-])=O)=N3)=NN2)[O-],372,312.8455875,-59.15441254
OC1=C([N+]([O-])=O)C(/C=C/C2=C([N+]([O-])=O)C(/C=C/C3=C([N+]([O-])=O)C(O)=C([N+]([O-])=O)C=C3[N+]([O-])=O)=C([N+]([O-])=O)C=C2[N+]([O-])=O)=C([N+]([O-])=O)C=C1[N+]([O-])=O,268.3,278.2698852,9.969885191
O=[N+](C1=NON=C1C2=NNC(C3=NC(C4=NON=C4[N+]([O-])=O)=NN3)=N2)[O-],298,251.8754448,-46.1245552
O=[N+](C1=NN([N+]([O-])=O)C=C1)[O-],171,191.3406242,20.34062421
O=[N+]([O-])/N=c1/[nH]nc(-c2n[nH]c(-c3n[nH]/c(=N/[N+](=O)[O-])[nH]3)c2[N+](=O)[O-])[nH]1,134.4,189.3282837,54.92828372
Nc1nonc1Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],205.35,247.6714178,42.32141779
O=[N+](C(C([N+]([O-])=O)=NN1)=C1C2=NNC(C3=NC(C4=C([N+]([O-])=O)C([N+]([O-])=O)=NN4)=NN3)=N2)[O-],276,274.3854632,-1.614536753
O=[N+](C1=NNN=C1C(N2)=NNC2=N[N+]([O-])=O)[O-],168.01,187.3299674,19.31996738
Nc1nn2nnnc2c(N)c1[N+](=O)[O-],287,276.2487712,-10.75122876
O=[N+](C1=NNC([N+]([O-])=O)=C1C2=NN=C(C3=NN=C(O3)C4=C([N+]([O-])=O)NN=C4[N+]([O-])=O)O2)[O-],341,307.2045338,-33.79546623
O=[N+](C1=C(C([N+]([O-])=O)=NN1)NC2=NN=NN2)[O-],279,259.2670667,-19.73293328
O=[N+](C1=CNN=C1C2=NC(C3=NOC(C4=NNC=C4[N+]([O-])=O)=N3)=NO2)[O-],317,336.2123079,19.2123079
Nc1c([N+](=O)[O-])c([N+](=O)[O-])nn1-c1nnn[nH]1,222,214.9159957,-7.084004265
[O-][N+](ON=C1C2=NO[N+]([O-])=C2C)=C1[N+]([O-])=O,128.7,157.7716677,29.07166765
Nc1c([N+](=O)[O-])c([N+](=O)[O-])nn2nnnc12,202,213.6576793,11.65767929
NC1=C([N+]([O-])=O)N=C([N+]([O-])=O)C(N)=[N+]1[O-],242,225.1415083,-16.85849169
O=[N+]([O-])c1ccc(O)cc1,280,256.8883502,-23.11164984
O=[N+](C1=C(N=[N+]=[N-])C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C(N=[N+]=[N-])=C2[N+]([O-])=O)[O-],135,157.7069246,22.70692462
O=[N+](C1=C(N[N+]([O-])=O)C([N+]([O-])=O)=NN1CC2=NNC(CN3N=C([N+]([O-])=O)C(N[N+]([O-])=O)=C3[N+]([O-])=O)=N2)[O-],122,140.0030667,18.00306675
NC1=NC([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)N=C2N,307,287.5792453,-19.42075474
[O-][N+]1=C(C(N=[N+]=[N-])=NO1)C2=NO[N+]([O-])=C2[N+]([O-])=O,118.9,120.052033,1.152032972
NC(N1N[N+]([O-])=O)=NN=C1C2=NNN=C2[N+]([O-])=O,221,202.931404,-18.06859604
NC1=NC(N2N=C([N+]([O-])=O)C=C2[N+]([O-])=O)=NN1,256,266.0019576,10.0019576
O=[N+]([O-])c1cn(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])n1,172,149.0422488,-22.95775118
O=[N+](C(N=CN1COCN2C=NC([N+]([O-])=O)=C2[N+]([O-])=O)=C1[N+]([O-])=O)[O-],270,276.302936,6.302936038
NC1=C([N+]([O-])=O)C(N=[N+]=[N-])=NN1,157,165.3636178,8.363617822
O=[N+](C1=NNC(N[N+]([O-])=O)=N1)[O-],135,141.8322548,6.832254849
Nc1nonc1Nc1ccc([N+](=O)[O-])c2nonc12,252,279.6486498,27.64864984
O=[N+](C1=NN2C(C3=NC([N+]([O-])=O)=NN3CCC2)=N1)[O-],328,309.1014672,-18.89853278
O=[N+](C1=NN2C(N(N[N+]([O-])=O)C3=C([N+]([O-])=O)C([N+]([O-])=O)=NN3C2)=C1[N+]([O-])=O)[O-],117,161.002609,44.00260902
NC1=N[N+]([O-])=NC2=C([N+]([O-])=O)C=NN21,302,239.8461339,-62.15386612
CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)C=C1[N+]([O-])=O,210,197.3485968,-12.65140319
O=[N+]([O-])c1nnn(C(CO)([N+](=O)[O-])[N+](=O)[O-])n1,123.9,119.004277,-4.895723
NC1=NC([N+]([O-])=O)=NN1C2=NN=C(N3C(N)=NC([N+]([O-])=O)=N3)N=N2,281.6,282.8779753,1.277975276
O=[N+](C(C=C1[N+]([O-])=O)=CC([N+]([O-])=O)=C1N2C3=NON=C3C4=NON=C4C5=NON=C52)[O-],311,307.2147216,-3.78527845
O=[N+](C1=NN(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C=C1[N+]([O-])=O)[O-],110,137.5355735,27.53557351
O=[N+]([O-])c1nnn(C([N+](=O)[O-])[N+](=O)[O-])n1,109.3,105.4160752,-3.883924777
O=[N+](C1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2[N+]([O-])=O)[O-],250,212.9864203,-37.01357972
O=[N+](C1=NON=C1C2=NOC=N2)[O-],157.7,192.3471639,34.64716393
O=[N+](/N=C1N(CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2N[N+]([O-])=O)N=NN/1)[O-],88,98.10477376,10.10477376
O=[N+](C1=C([N+]([O-])=O)N(N[N+]([O-])=O)C(C2=NC([N+]([O-])=O)=C([N+]([O-])=O)N2N[N+]([O-])=O)=N1)[O-],116,135.3504738,19.35047382
Cn1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],196,200.3776344,4.37763439
N=C(N[N+]([O-])=O)NC(C([N+]([O-])=O)=NN1)=C1[N+]([O-])=O,233,195.0277496,-37.97225042
O=[N+]([O-])c1ncn(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],171,147.5767777,-23.42322231
CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)C(N)=C1[N+]([O-])=O,165,199.1151653,34.11516532
